word,meaning
Synchytrium,: a genus (the type of the family Synchytriaceae of the order Chytridiales) of simple parasitic fungi having no mycelium but a unicellular thallus that at maturity functions either as single resting sporangia or as a sorus of sporangia surrounded by a common membrane  � see potato wart
synclastic,: curved toward the same side in all directions
synclinal,: inclined down from opposite directions so as to meet
syncline,: a trough of stratified rock in which the beds dip toward each other from either side  � compare anticline
synclinical,: synclinal
synclinore,: synclinorium
synclinorial,: relating to or resembling a synclinorium
synclinorian,: relating to or resembling a synclinorium
synclinorium,: a compound flexure of the earth's crust having the form of an inverted anticlinorium
synclitic,: parallel to the axis of the pelvis
syncopal,: loss of consciousness resulting from insufficient blood flow to the brain : faint
syncopate,: to shorten or produce by syncope
syncopated,: cut short : abbreviated
syncopation,: a temporary displacement of the regular metrical accent in music caused typically by stressing the weak beat
syncopator,: to shorten or produce by syncope
syncope,: loss of consciousness resulting from insufficient blood flow to the brain : faint
syncraniate,: relating to or having a skull with which certain vertebral elements are fused
syncranterian,: having the teeth in a continuous row  � compare diacranterian
syncranteric,: having the teeth in a continuous row  � compare diacranterian
syncretic,: characterized or brought about by syncretism : syncretistic
syncretion,: an instance of syncretism : act of syncretizing
syncretism,: the combination of different forms of belief or practice
syncretist,: the combination of different forms of belief or practice
syncretistic,: the combination of different forms of belief or practice
syncretize,: to attempt to unite and harmonize especially without critical examination or logical unity
syncrisis,: comparison of contraries or opposites
Syncrypta,: a genus of biflagellate free-swimming flagellates (order Chrysomonadina) occurring as spheroidal colonies and sometimes causing in water supplies odors suggestive of overripe cucumbers
syncryptic,": of, relating to, or being a protective resemblance in appearance in which basically unlike organisms are similar (as in color) often through a common adaptation to their environment"
syncytia,: a multinucleate mass of cytoplasm resulting from fusion of cells
syncytial,: a multinucleate mass of cytoplasm resulting from fusion of cells
syncytium,: a multinucleate mass of cytoplasm resulting from fusion of cells
syndactyl,: having two or more digits wholly or partly united
syndactylia,: syndactyly
syndactylic,:  syndactyl
syndactylism,: syndactyly
syndactylous,:  syndactyl
syndactyly,: a union of two or more digits that is normal in some animals (such as various marsupials) and that in humans occurs as an inherited condition or as a part of several genetic disorders and is marked by webbing of two or more fingers or toes and sometimes bony fusion of adjacent digits
synderesis,: inborn knowledge of the primary principles of moral action
syndesis,: synapsis
syndesmosis,: an articulation in which the contiguous surfaces of the bones are rough and are bound together by a ligament
syndesmotic,: relating to or marked by syndesmosis
syndetic,": connective, connecting"
syndetically,": connective, connecting"
syndic,: a municipal magistrate in some countries
syndical,: of or relating to a syndic or to a committee that assumes the powers of a syndic
syndicalism,: a revolutionary doctrine by which workers seize control of the economy and the government by direct means (such as a general strike)
syndicalist,: a revolutionary doctrine by which workers seize control of the economy and the government by direct means (such as a general strike)
syndicate,: a council or body of syndics
syndication,: an act or instance of forming a syndicate or bringing something under the control of a syndicate
syndicator,: a council or body of syndics
syndrome,: a group of signs and symptoms that occur together and characterize a particular abnormality or condition
syndromic,: occurring as a syndrome or part of a syndrome
Syndyoceras,: a genus of extinct ungulates from the Miocene of Nebraska related to Protoceras and having a skull with two pairs of horns curving toward each other
syne,: since then : ago
synecdoche,": a figure of speech by which a part is put for the whole (such as fifty sail for fifty ships), the whole for a part (such as society for high society), the species for the genus (such as cutthroat for assassin), the genus for the species (such as a creature for a man), or the name of the material for the thing made (such as boards for stage)"
synecdochic,": a figure of speech by which a part is put for the whole (such as fifty sail for fifty ships), the whole for a part (such as society for high society), the species for the genus (such as cutthroat for assassin), the genus for the species (such as a creature for a man), or the name of the material for the thing made (such as boards for stage)"
synecdochical,": a figure of speech by which a part is put for the whole (such as fifty sail for fifty ships), the whole for a part (such as society for high society), the species for the genus (such as cutthroat for assassin), the genus for the species (such as a creature for a man), or the name of the material for the thing made (such as boards for stage)"
synecdochically,": a figure of speech by which a part is put for the whole (such as fifty sail for fifty ships), the whole for a part (such as society for high society), the species for the genus (such as cutthroat for assassin), the genus for the species (such as a creature for a man), or the name of the material for the thing made (such as boards for stage)"
synecdochism,: the use of synecdoche : an instance of such use
synechia,: an adhesion of parts and especially one involving the iris of the eye: as
synechthran,: an insect (such as a beetle) living as an unwelcome guest among other insects (such as ants)
synechthry,": hostile commensalism  � compare symphily, synoecy"
synecology,": a branch of ecology that deals with the structure, development, and distribution of ecological communities"
synecphonesis,": contraction of two syllables into one : synizesis, syneresis"
Synedra,: a large genus related to Fragilaria and comprising elongated linear or commonly needle-shaped solitary or loosely colonial diatoms that may cause earthy odors in water supplies
Synedria,:  sanhedrin
synedria,:  sanhedrin
synedrial,: of or relating to the Sanhedrin
synedrian,: of or relating to the Sanhedrin
Synedrion,:  sanhedrin
synedrion,:  sanhedrin
Synedrium,:  sanhedrin
synedrium,:  sanhedrin
syneidesis,: the capacity to apply general principles of moral judgment to particular cases
synema,: the column of united filaments in a monadelphous flower
synentognath,: a fish of the order Synentognathi
Synentognathi,": an order of fishes having spineless fins, united lower pharyngeal bones, and the lateral line forming a ridge along the lower lateral part of the body that includes the needlefishes, sauries, flying fishes, and halfbeaks"
synentognathous,": an order of fishes having spineless fins, united lower pharyngeal bones, and the lateral line forming a ridge along the lower lateral part of the body that includes the needlefishes, sauries, flying fishes, and halfbeaks"
syneresis,: synizesis
synergetic,: synergic
synergia,": synergy, snyergism"
synergic,: working together : cooperating
synergically,: working together : cooperating
