word,meaning
defectoscope,: an instrument for detecting structural defects (as in a railroad rail)
defedation,": pollution, defiling"
defeminize,: to divest of feminine qualities or characteristics : masculinize
defend,: to drive danger or attack away from
defendable,: to drive danger or attack away from
defendant,: a person or group against whom a criminal or civil action is brought : someone who is being sued or accused of committing a crime
defender,: one that defends
defendress,: a female defender
defenestration,: a throwing of a person or thing out of a window
defense,: the act or action of defending
defenseless,: the act or action of defending
defenselessly,: the act or action of defending
defenselessness,: the act or action of defending
defensibility,: capable of being defended
defensible,: capable of being defended
defensibly,: capable of being defended
defensive,: serving to defend or protect
defensively,: serving to defend or protect
defensiveness,: serving to defend or protect
defensor,: defender
defensorship,: the office of defensor
defensory,: defensive
defer,": put off, delay"
deference,: respect and esteem due a superior or an elder
deferent,: deferential
deferential,: showing or expressing respect and high regard due a superior or an elder : showing or expressing deference
deferentiality,: the quality or state of being deferential
deferentially,: showing or expressing respect and high regard due a superior or an elder : showing or expressing deference
deferment,: the act of delaying or postponing
deferrable,: capable of or suitable or eligible for being deferred
deferral,: the act of delaying : postponement
deferred,: withheld for or until a stated time
deferrer,": put off, delay"
deferrization,: removal of iron (as from water for industry)
defervesce,: the subsidence of a fever
defervescence,: the subsidence of a fever
defervescent,": relating to, characterized by, or causing defervescence"
defial,: defiance
defiance,: the act or an instance of defying : challenge
defiant,": full of or showing a disposition to challenge, resist, or fight : full of or showing defiance : bold, impudent"
defiantly,": in a defiant manner : in a way that is full of or shows a disposition to challenge, resist, or fight"
defiber,: defibrate
defibrinate,: to remove fibrin from (blood)
defibrination,: to remove fibrin from (blood)
deficience,: deficiency
deficiency,: the quality or state of being defective or of lacking some necessary quality or element : the quality or state of being deficient : inadequacy
deficient,: lacking in some necessary quality or element
deficiently,: lacking in some necessary quality or element
deficit,: deficiency in amount or quality
defier,: one that defies
defiguration,: disfiguration
defilade,: to arrange (fortifications) so as to protect the lines from frontal or enfilading fire and the interior from fire from above or behind
defile,: to make unclean or impure: such as
defiled,: to make unclean or impure: such as
defilement,: to make unclean or impure: such as
defiler,: to make unclean or impure: such as
defiling,: to make unclean or impure: such as
defilingly,: in a defiling manner
definability,: the quality or state of being definable
definable,: able to be defined
definably,: able to be defined
define,: to determine or identify the essential qualities or meaning of
defined,: to determine or identify the essential qualities or meaning of
definement,: to determine or identify the essential qualities or meaning of
definer,: to determine or identify the essential qualities or meaning of
definiendum,: an expression that is being defined
definiens,: an expression that defines : definition
definite,": free of all ambiguity, uncertainty, or obscurity"
definitely,": in a definite way : in a way free of all ambiguity, uncertainty, or obscurity"
definiteness,": free of all ambiguity, uncertainty, or obscurity"
definition,: a statement of the meaning of a word or word group or a sign or symbol
definitional,: a statement of the meaning of a word or word group or a sign or symbol
definitive,: serving to provide a final solution or to end a situation
definitively,: serving to provide a final solution or to end a situation
definitiveness,: serving to provide a final solution or to end a situation
definitize,: to make definite
definitor,: an official charged under canon law with the supervision of ecclesiastical property in one of the districts into which a deanery is divided and with aiding the dean
definitude,": precision, definiteness"
deflagrate,: to cause to deflagrate  � compare detonate sense 1
deflagration,: to cause to deflagrate  � compare detonate sense 1
deflate,: to release air or gas from
deflation,: an act or instance of deflating : the state of being deflated
deflationary,: an act or instance of deflating : the state of being deflated
deflationist,: an advocate of deflation
deflator,: to release air or gas from
deflect,: to turn (something) aside especially from a straight course or fixed direction
deflectable,: to turn (something) aside especially from a straight course or fixed direction
deflected,: to turn (something) aside especially from a straight course or fixed direction
deflection,: a turning aside or off course : deviation
deflective,: to turn (something) aside especially from a straight course or fixed direction
deflectometer,: an instrument for measuring minute deformations in bodies under transverse stress  � compare extensometer sense 2
deflector,: to turn (something) aside especially from a straight course or fixed direction
deflocculant,: an agent that causes deflocculation
