word,meaning
interkinesis,: the period between two mitoses of a nucleus (as between the first and second meiotic divisions)
interkinetic,: the period between two mitoses of a nucleus (as between the first and second meiotic divisions)
interknit,": to knit together : intertwine, interrelate"
interknot,: to knot together
interlaboratory,": of, relating to, or engaged in by more than one laboratory"
interlace,: to unite by or as if by lacing together : interweave
interlaced,": of, relating to, or using a method of video scanning (as for television or a computer monitor) in which the odd and even horizontal lines of each frame are drawn on alternating passes  � compare progressive"
interlacement,: to unite by or as if by lacing together : interweave
interlacery,": interlaced bands, lines, or fibers : interlacement"
interlacustrine,": of, relating to, or situated in an area between lakes"
interlaid,: interlayer
interlamellar,: situated between lamellae
interlamellation,: a placing in alternate layers
interlaminar,: administered or occurring between two laminae (as of the vertebra)
interlaminate,: to insert between laminae
interlamination,: to insert between laminae
interlanguage,: language or a language for international communication
interlap,: to lap over one another : overlap
interlard,": to vary by intermixture : intersperse, interlace"
interlay,: interlayer
interleaf,: interleave
interleague,: existing or occurring between leagues
interleave,: to arrange in or as if in alternate layers
interlibrary,: existing or occurring between libraries
interlight,: to light intermittently
interline,: to insert between lines already written or printed
interlineal,: interlinear
interlineally,: interlinear
interlinear,: inserted between lines already written or printed
interlinearly,: inserted between lines already written or printed
interlineary,: interlinear
interlineate,: interline
interlineation,: to insert between lines already written or printed
interliner,: a liner between two walls or layers of something
Interlingua,: interlanguage
interlingual,": of, relating to, or existing between two or more languages"
interlinguistic,: interlingual
interlining,: a lining (as of a coat) sewn between the ordinary lining and the outside fabric
interlink,: to link together
interlobar,: situated between the lobes of an organ or structure
interlobate,: lying between lobes
