word,meaning
Yorkist,: of or relating to the English royal house that ruled from 1461 to 1485
Yorkshire,": a white swine of any of several breeds or strains originated in Yorkshire, England"
Yorkshireman,": a native or inhabitant of Yorkshire (York), England"
Yoruba,: a Niger-Congo language of southwestern Nigeria and parts of Benin and Togo
Yoruban,: a Niger-Congo language of southwestern Nigeria and parts of Benin and Togo
you,: the one or ones being addressed
young,": being in the first or an early stage of life, growth, or development"
youngberry,: the large sweet reddish-black fruit of a cultivar of a bramble closely related to the boysenberry and loganberry and grown in the western and southern U.S.
younger,: an inferior in age : junior
youngish,": being in the first or an early stage of life, growth, or development"
youngling,: one that is young
youngly,: in a young or youthful manner
youngness,": being in the first or an early stage of life, growth, or development"
youngster,: a young person : youth
younker,: a young man
your,: of or relating to you or yourself or yourselves especially as possessor or possessors
yourn,: yours
yours,: that which belongs to you
yourself,: that identical one that is you
yourselves,: those identical ones that are you
youse,: you
youth,: the time of life when one is young
youthen,": to make youthful in appearance, behavior, or qualities of mind or feeling"
youthful,": of, relating to, or characteristic of youth"
youthfully,": of, relating to, or characteristic of youth"
youthfulness,": of, relating to, or characteristic of youth"
youthhead,: the state or time of youth
youthhood,": the fact, condition, state, or time of being young"
youthy,: youthful
yowl,": to utter a loud long cry of grief, pain, or distress : wail"
yowt,": howl, yelp, yell"
yoy,year-over-year
yperite,: mustard gas
Yponomeuta,: a genus of black-spotted white moths that is the type of the family Yponomeutidae and that comprises the ermine moths
Yponomeutid,: of or relating to the Yponomeutidae
Yponomeutidae,: a family of tineoid moths including ermine moths and various brightly colored moths some of which have larvae that are injurious to fruits
yr,year
ytterbic,": of, relating to, or containing ytterbium"
ytterbium,: a soft metallic element of the rare-earth group that occurs especially with other rare earth elements in minerals and that has few commercial uses  � see Chemical Elements Table
yttria,: yttrium oxide Y2O3 obtained as a heavy white powder and used especially formerly in incandescent gas mantles
yttrialite,": an olive-green massive mineral (Y,Gd,Th)2Si2O7 consisting of a silicate chiefly of thorium, yttrium, and gadolinium"
yttric,": of, relating to, or containing yttrium"
yttriferous,: bearing or containing yttrium or related elements
yttrium,": a metallic element with atomic number 39 usually included in the rare-earth group that occurs usually with other rare earth elements in minerals and is used especially in phosphors, YAG lasers, alloys, and treatments for certain cancers  � see Chemical Elements Table"
yttrocolumbite,: yttrotantalite
yttrocrasite,": a mineral approximately (Y,Th,U,Ca)2(Ti,Fe,W)4O11 or (Y,Th,U,Ca)(Ti,Fe,W)2O5(OH) consisting of an oxide or basic oxide of the yttrium metals, thorium, uranium, titanium, iron, and tungsten and occurring in pitchy-black orthorhombic crystals (hardness 5.5�6, specific gravity 4.8)"
yttrofluorite,: a fluorite containing yttrium earths
yttrotantalite,": a mineral (Fe,Y,U,Ca,etc.)(Cb,Ta,Zr,Sn)O4 consisting of a metamict oxide of iron, yttrium uranium, calcium, columbium, tantalum, zirconium, tin, and other minerals and probably related to samarskite"
Yuan,the basic monetary unit of the People's Republic of China  � see Money Table � compare renminbi
yuan,the basic monetary unit of the People's Republic of China  � see Money Table � compare renminbi
yuca,: cassava
Yucatec,": a member of an American Indian people of the Yucat�n Peninsula, Mexico"
Yucatecan,: of or relating to the Yucatec Indians or their language
Yucca,: any of a genus (Yucca) of sometimes arborescent plants of the agave family that occur in warm regions chiefly of western North America and have long sword-shaped often stiff fibrous-margined leaves on a usually woody base and bear a large panicle of white blossoms
yucca,: any of a genus (Yucca) of sometimes arborescent plants of the agave family that occur in warm regions chiefly of western North America and have long sword-shaped often stiff fibrous-margined leaves on a usually woody base and bear a large panicle of white blossoms
Yuchi,: an Indian people of southeastern U.S.
yuck,: laugh
yucky,": repugnant, distasteful"
yuft,:  russia leather
Yuga,: one of the four ages of a Hindu world cycle
Yugoslav,"former country in southern Europe on the Balkan Peninsula consisting of Serbia, Montenegro, Slovenia, Croatia, Bosnia and Herzegovina, and Macedonia"
Yugoslavian,"former country in southern Europe on the Balkan Peninsula consisting of Serbia, Montenegro, Slovenia, Croatia, Bosnia and Herzegovina, and Macedonia"
Yugoslavic,:  yugoslav
Yuit,": the Eskimos of Siberia and St. Lawrence Island, Alaska  � compare innuit"
Yukaghir,: a group of formerly populous peoples of northeastern Siberia surviving along the southern tributaries of the Kolyma river above Verkhne Kolymsk and having a culture of the Tungus type
Yuki,": an Indian people of the Eel river valley and adjacent Pacific coast, northwestern California"
Yukian,: a language family of northwestern California comprising Yuki and Wappo perhaps related to Hokan
yulan,: a Chinese magnolia (Magnolia denudata) with large white very fragrant flowers that appear before the leaves
yule,: the feast of the nativity of Jesus Christ : christmas
yuletide,: the Christmas season : christmastide
Yuma,"city on the Colorado River in southwestern Arizona population 93,064"
Yuman,: an American Indian language family of southwestern U.S. and northern Mexico
yummy,: highly attractive or pleasing
Yun,: a Laotian of the right bank of the Mekong distinguished by tattooing on the body rather than the legs and thighs
Yunca,: a group of Indian peoples of the coast of Peru
Yuncan,: relating to or designating the language of the Yunca
yungan,: dugong
Yunnanese,"province of southwestern China bordering on Myanmar (Burma), Laos, and Vietnam; capital Kunming area 168,417 square miles (437,884 square kilometers), population 45,966,766"
Yurak,: one of the Samoyeds of the arctic coast region from the Yenisei to the White sea
Yurok,: a Ritwan people of northern California
yurt,: a circular domed tent of skins or felt stretched over a collapsible lattice framework and used by pastoral peoples of inner Asia
Yuruk,: one of a nomadic shepherd people of the mountains of southeastern Anatolia
Yuruna,": a group of Tupian peoples of the Xing� river valley, northern Brazil"
Z,: the 26th and last letter of the English alphabet
z,: the 26th and last letter of the English alphabet
za,: pizza
zabaglione,": a whipped dessert or topping consisting of a mixture of egg yolks, sugar, and usually Marsala wine"
zabra,: a sailing vessel resembling a small frigate and used chiefly by the Spanish in the 16th and 17th centuries
zacate,: forage of grassy plants : herbage
Zacatec,": an American Indian people probably of Uto-Aztecan speech inhabiting areas now in the states of Zacatecas and Durango, Mexico"
Zacateco,": an American Indian people probably of Uto-Aztecan speech inhabiting areas now in the states of Zacatecas and Durango, Mexico"
zacaton,: any of several grasses with tough wiry stems native to or cultivated in arid or dry regions of the U.S. and adjacent Mexico: such as
Zach,Zacharias
Zadokite,: a Zadokite priest
zaffar,: an impure cobalt oxide obtained as a dark earthy powder usually by roasting cobaltite or smaltite and used in the manufacture of smalt and as a blue ceramic color
zaffer,: an impure cobalt oxide obtained as a dark earthy powder usually by roasting cobaltite or smaltite and used in the manufacture of smalt and as a blue ceramic color
zag,": one of the sharp turns, angles, or alterations in a zigzag course"
zagged,": one of the sharp turns, angles, or alterations in a zigzag course"
Zaglossus,: a genus of spiny anteaters of New Guinea  � see echidna sense 1b
zaibatsu,: a powerful financial and industrial conglomerate of Japan
zalambdodont,: of or relating to the Zalambdodonta
